round, GPUCB, decomposed GPUCB, EI, decomposed EI, POI, decomposed POI
0, 55.6412938628, 64.5398262043, 93.7376592013, 168.71526531, 
1, 264.193042303, 266.069937171, 211.228677636, 225.059325505, 
2, 40.5305441133, 44.7488322425, 61.7020243713, 78.8360458029, 
3, 45.5285504481, 43.45057245, 198.9714513, 161.070642556, 
4, 99.543551267, 32.7920201304, 93.5226471885, 148.058756189, 
5, 48.9757233883, 49.3777570758, 122.763281422, 114.427886696, 
6, 67.0583461439, 75.9664887409, 112.064525423, 119.526285712, 
7, 28.780834469, 28.7621413765, 50.3778270512, 150.031122654, 
8, 25.8665430387, 29.7391674832, 51.5857541903, 71.2525212606, 
9, 97.9135105709, 138.939907367, 196.008358988, 208.653392091, 
10, 33.918286633, 23.8949156689, 57.8441047179, 59.5047711967, 
11, 84.9692570565, 
