round, GPUCB, decomposed GPUCB, EI, decomposed EI, POI, decomposed POI
0, 225.04191520790215, 160.4629709763235, 
1, 147.93069552338255, 141.94349911236293, 
2, 120.23326317051041, 144.31413589504353, 
3, 259.99388404094907, 174.69805203497853, 
4, 355.2892671370213, 321.0586637133712, 
5, 132.5348600998877, 124.9419015415307, 
6, 168.65412935922393, 192.3957687136625, 
7, 342.9236683174596, 349.73947499308645, 
8, 399.7086321897212, 360.4564348658303, 
9, 444.575049042794, 408.9366333423017, 
10, 219.16433863510187, 210.81955892090798, 
11, 213.4230917065963, 188.78528022089773, 
12, 198.77107813212865, 150.33947816923754, 
13, 146.4119795069283, 118.20865929328636, 
14, 183.82673472045892, 176.79709529519585, 
15, 930.102420170766, 783.75439413386, 
16, 283.9489046928511, 231.00546868893716, 
17, 213.9853402109171, 234.06089677143513, 
18, 153.60187197147374, 166.430695518415, 
19, 206.9684430060909, 218.67283772353284, 
