round, GPUCB, decomposed GPUCB, EI, decomposed EI, POI, decomposed POI
0, 412.0645321814826, 366.55637547823756, 646.3911730903274, 630.9992760602844, 
1, 397.49398149208736, 406.15459122145046, 764.5198547190672, 808.7948984391847, 
2, 389.26974414677784, 441.97257060357936, 629.3050289840344, 730.3981475618414, 
3, 448.7343855676536, 348.1066370052812, 714.1953012856435, 634.9294850913483, 
4, 413.323369900932, 307.2294834948921, 484.8873972243928, 510.55048625251993, 
5, 413.65356418145785, 435.7999903529376, 793.2164115347363, 813.5233950681791, 
6, 481.9490568511616, 284.08225360050415, 916.5201724100915, 979.8959597474086, 
7, 458.29456397069646, 364.60473340701407, 690.1070876707711, 767.0151156950868, 
8, 364.2073007761733, 421.27676347602045, 606.4083114097982, 661.9035927904016, 
9, 414.46093287190826, 336.6920234441884, 605.7443455994171, 648.154581179525, 
10, 821.9640757316635, 731.1181426153476, 941.0447993628803, 984.4495887355247, 
11, 406.0628773351244, 387.497350873947, 754.670461164583, 686.8123978716808, 
12, 409.2676100818927, 345.1779820877344, 556.5192870033798, 539.4984747492824, 
13, 437.3239954069022, 410.1463036893449, 677.4935304928763, 622.7889421137317, 
14, 413.0531604478344, 430.8641677504983, 744.2711764716128, 716.323204037047, 
15, 407.96577497129044, 377.6204671087916, 720.7970132996435, 632.6853632372596, 
16, 466.6689327211403, 412.12899372594245, 535.8793493997836, 605.8580472172349, 
17, 454.37662590847714, 399.37505944103657, 739.5474188926402, 747.9153433659591, 
18, 454.2745434677465, 439.6250635988659, 699.5034329459241, 666.9687875788493, 
19, 462.5859353887976, 416.266497634385, 667.3233022800191, 613.2667772166959, 
20, 428.5457773906911, 333.7647429039224, 585.1874244213732, 612.177672073293, 
21, 444.31949786639296, 442.2661279938049, 578.9165256974055, 774.9832264472387, 
22, 455.0433024044169, 369.6838450282465, 623.0173380197535, 592.4310936312374, 
23, 408.74478536546195, 353.39679605747176, 580.1729316298275, 633.0611003036878, 
24, 403.1871754586685, 369.89398917308336, 710.8103155307858, 855.2143280863902, 
25, 416.74746900210863, 375.5557774172476, 735.4455299825478, 687.225099192915, 
26, 408.3469821399631, 330.57933097466713, 514.9576859194545, 587.8090884742791, 
27, 661.3499294180812, 394.85264262771426, 696.8670693258571, 704.6338848676079, 
28, 357.86907814107, 551.003634141564, 743.9490536263379, 757.521291858088, 
29, 424.6024741271036, 398.07391076029467, 703.7275820006206, 714.8725765396496, 
